SCCHA02S - Juízo Substituto da 2ª VF de Chapecó;5;10;4;12;9;123
SCCHA03F - Juízo Federal da 3ª VF de Chapecó;176;251;149;19;58;995
SCCHA03S - Juízo Substituto da 3ª VF de Chapecó;177;240;139;11;60;1029
SCCHACEMA - CENTRAL DE MANDADOS - CHAPECÓ;10;4;0;0;0;7
SCCHACEJUA - JUÍZO A DO CEJUSCON DE CHAPECÓ;0;0;35;0;0;70
Total 02 - CHAPECÓ 02/2018 e-ProcV2;383;533;342;84;153;2608
03 - JOAÇABA
SCJOA01F - Juízo Federal da 1ª VF de Joaçaba;100;87;100;67;49;1040
SCJOA01S - Juízo Substituto da 1ª VF de Joaçaba;104;98;63;77;81;1044
Total 03 - JOAÇABA 02/2018 e-ProcV2;204;185;163;144;130;2084
04 - CRICIÚMA
SCCRI02F - Juízo Federal da 2ª VF de Criciúma;87;117;124;1;105;695
SCCRI02S - Juízo Substituto da 2ª VF de Criciúma;89;109;92;5;113;711
SCCRI03F - Juízo Federal da 3ª VF de Criciúma;98;140;99;7;76;708
SCCRI03S - Juízo Substituto da 3ª VF de Criciúma;96;157;101;3;75;700
SCCRICEMA - CENTRAL DE MANDADOS - CRICIÚMA;5;0;0;0;0;8
SCCRI04F - Juízo Federal da 4ª VF de Criciúma;20;9;32;25;0;384
SCCRI04S - Juízo Substituto da 4ª VF de Criciúma;25;14;15;28;3;387
SCCRICEJUA - JUÍZO A DO CEJUSCON DE CRICIÚMA;0;0;0;0;0;1
Total 04 - CRICIÚMA 02/2018 e-ProcV2;420;546;463;69;372;3594
05 - BLUMENAU
SCBLU01F - Juízo Federal da 1ª VF de Blumenau;35;40;29;51;35;320
SCBLU01S - Juízo Substituto da 1ª VF de Blumenau;34;33;36;59;23;386
SCBLU03F - Juízo Federal da 3ª VF de Blumenau;125;153;169;7;63;1016
SCBLU03S - Juízo Substituto da 3ª VF de Blumenau;120;151;115;7;123;1072
SCBLU02F - Juízo Federal da 2ª VF de Blumenau;25;45;6;58;75;410
SCBLU02S - Juízo Substituto da 2ª VF de Blumenau;29;41;14;58;45;388
SCBLU04F - Juízo Federal da 4ª VF de Blumenau;128;205;108;1;40;904
SCBLU04S - Juízo Substituto da 4ª VF de Blumenau;125;240;102;1;45;945
SCBLUCEJUA - JUÍZO A DO CEJUSCON DE BLUMENAU;1;0;0;0;0;1
Total 05 - BLUMENAU 02/2018 e-ProcV2;622;908;579;242;449;5442
06 - LAGES
SCLAG01F - Juízo Federal da 1ª VF de Lages;2;16;8;4;3;72
SCLAG01S - Juízo Substituto da 1ª VF de Lages;1;20;3;3;9;70
SCLAG02F - Juízo Federal da 2ª VF de Lages;196;138;184;57;209;2030
SCLAG02S - Juízo Substituto da 2ª VF de Lages;189;154;201;66;193;2032
SCLAGCEMA - CENTRAL DE MANDADOS - LAGES;29;36;0;0;0;19
SCLAGCEJUA - JUÍZO A DO CEJUSCON DE LAGES;0;0;0;0;0;227
Total 06 - LAGES 02/2018 e-ProcV2;417;364;396;130;414;4450
07 - TUBARÃO
SCTUB02F - Juízo Federal da 2ª VF de Tubarão;153;109;210;5;138;1373
SCTUB02S - Juízo Substituto da 2ª VF de Tubarão;156;135;192;7;138;1428
Total 07 - TUBARÃO 02/2018 e-ProcV2;309;244;402;12;276;2801
08 - ITAJAÍ
SCITA02F - Juízo Federal da 2ª VF de Itajaí;18;12;7;15;20;196
